name,url,rating,difficulty,language,tema,subtema
entrepreneurship i: laying the foundation,https://coursera.org/learn/entrepreneurship-1,4.8,none,en,business, entrepreneurship
"capstone mooc for ""android app development""",https://coursera.org/learn/aadcapstone,4.1,none,en,computer science, mobile and web development
introduction to key constitutional concepts and supreme court cases,https://coursera.org/learn/constitution,4.8,beginner level,en,social sciences, governance and society
corporate finance essentials,https://coursera.org/learn/corporate-finance-essentials,4.8,none,it,business, finance
история изобретений и открытий — вторая история человечества,https://coursera.org/learn/istoriya-izobretenii-i-otkritii,4.8,beginner level,ru,physical science and engineering, research methods
accounting and finance for it professionals,https://coursera.org/learn/accounting-finance,4.4,beginner level,en,business, finance
"career planning: your career, your life",https://coursera.org/learn/career-development-planning,4.7,none,en,business, leadership and management
financial accounting fundamentals,https://coursera.org/learn/uva-darden-financial-accounting,4.8,beginner level,en,business, business essentials
transacting on the blockchain,https://coursera.org/learn/transacting-blockchain,4.8,intermediate level,en,business, business strategy
gestión de organizaciones efectivas,https://coursera.org/learn/gestion-organizaciones-efectivas,4.7,none,es,business, leadership and management
basics of extracellular vesicles,https://coursera.org/learn/extracellular-vesicles,4.8,intermediate level,en,health, basic science
"philosophy, science and religion: science and philosophy",https://coursera.org/learn/philosophy-science-religion-1,4.4,beginner level,en,arts and humanities, philosophy
understanding plants - part i: what a plant knows,https://coursera.org/learn/plantknows,4.8,beginner level,en,health, basic science
"introduction to tensorflow for artificial intelligence, machine learning, and deep learning",https://coursera.org/learn/introduction-tensorflow,4.7,intermediate level,en,computer science, software development
changer le monde : passons a laction (creer son entreprise sociale),https://coursera.org/learn/monde-action,4.5,none,fr,business, business essentials
love as a force for social justice,https://coursera.org/learn/love-social-justice,4.7,beginner level,en,arts and humanities, philosophy
"the modern world, part two: global history since 1910",https://coursera.org/learn/modern-world-2,4.8,beginner level,en,arts and humanities, history
finding mutations in dna and proteins (bioinformatics vi),https://coursera.org/learn/dna-mutations,4.6,beginner level,en,health, health informatics
healthcare data literacy,https://coursera.org/learn/healthcare-data-literacy,4.5,intermediate level,en,health, health informatics
introduction to programming in swift 5,https://coursera.org/learn/swift-5-programming-introduction,4.3,beginner level,en,computer science, software development
programming mobile applications for android handheld systems: part 2,https://coursera.org/learn/android-programming-2,4.7,none,en,computer science, mobile and web development
electrodynamics: analysis of electric fields,https://coursera.org/learn/electrodynamics-analysis-of-electric-fields,4.8,advanced level,en,physical science and engineering, electrical engineering
"contexto de negocios en latam: factores políticos, sociales y económicos",https://coursera.org/learn/contexto-negocios-latam,4.7,none,es,business, business essentials
epidemics - the dynamics of infectious diseases,https://coursera.org/learn/epidemics,4.7,none,en,health, basic science
hpv-associated oral and throat cancer: what you need to know,https://coursera.org/learn/hpv-oral-throat-cancer,4.7,none,en,health, basic science
elastic cloud infrastructure: scaling and automation en français,https://coursera.org/learn/gcp-infrastructure-scaling-automation-fr,4.7,intermediate level,fr,information technology, cloud computing
frontières en tous genres,https://coursera.org/learn/geographie-politique-culturelle-frontieres,4.9,beginner level,fr,social sciences, education
репродуктивное здоровье женщины и безопасная беременность,https://coursera.org/learn/reproduktivnoe-zdorove-zhenshchiny,4.9,beginner level,ru,health, patient care
c for everyone: programming fundamentals,https://coursera.org/learn/c-for-everyone,4.4,beginner level,da,computer science, software development
"sampling people, networks and records",https://coursera.org/learn/sampling-methods,4.5,beginner level,en,health, psychology
кинематика,https://coursera.org/learn/kinematics,4.9,beginner level,bg,physical science and engineering, mechanical engineering
creative thinking: techniques and tools for success,https://coursera.org/learn/creative-thinking-techniques-and-tools-for-success,4.7,beginner level,en,personal development, personal development
intel® network academy - network transformation 102,https://coursera.org/learn/network-transformation-102,4.4,beginner level,en,information technology, networking
guitar scales and chord progressions,https://coursera.org/learn/guitar-scales-chord-progressions,4.7,intermediate level,en,arts and humanities, music and art
interpersonal communication for engineering leaders,https://coursera.org/learn/interpersonal-communication,4.7,none,en,business, leadership and management
fundamentals of project planning and management,https://coursera.org/learn/uva-darden-project-management,4.7,beginner level,en,business, business essentials
understanding plants - part ii: fundamentals of plant biology,https://coursera.org/learn/plant-biology,4.8,intermediate level,en,health, basic science
